window_id,cost,migrations,attacker_count,cohabitation_time_cumulative,cohabitation_malicious_vm_count,server_total_risk,vm_average_risk,cpu_utilization_avg,memory_utilization_avg,migrations_cumulative,active_servers_count,cpu_utilization_instant,memory_utilization_instant,cluster_risk,power_consumption,migration_cost,resource_contention
0,2.7359037145000134,2,45,151,45,151.0,0.5049844954018291,69.86253333333333,310.0617333333333,2,15,69.86253333333333,310.0617333333333,0.906,7.5,0.20893,0.513053572500066
1,2.8407318038825395,1,45,299,45,295.0,0.47604534176558905,68.25266666666667,310.0596,3,15,66.6428,310.0574666666667,1.208,7.5,0.0,0.5601149910153769
2,2.912454460717077,3,45,435,40,401.0,0.48115239089881007,67.41306666666667,310.01248888888887,6,15,65.73386666666667,309.9182666666667,1.346,7.5,0.3145578,0.46299340358538366
3,2.95488905511918,3,45,559,37,489.0,0.49614513584144354,66.20763333333333,309.98519999999996,9,15,62.59133333333333,309.9033333333333,1.474,7.5,0.31531,0.41879027559589943
4,3.0054976714433534,5,45,684,38,546.0,0.5014588116449229,66.84402666666668,309.96783999999997,14,15,69.3896,309.8984,1.722,7.5,0.0,0.38729500941914674
5,3.0044232127690806,3,45,791,35,587.0,0.4906633739001713,69.09337777777779,309.96095555555553,17,15,80.34013333333334,309.92653333333334,1.602,7.5,0.31544,0.4103960638454035
6,3.0241678537141667,3,45,894,35,630.0,0.4865343502783977,71.18129523809525,309.9584952380952,20,15,83.70879999999998,309.9437333333334,1.69,7.5,0.31561,0.4507251637742063
7,3.0412579073381947,4,45,997,36,655.0,0.48443583840012777,71.70478333333334,309.95375,24,15,75.3692,309.9205333333333,1.878,7.5,0.0,0.37413493758482136
8,3.095709812754564,3,45,1102,36,695.0,0.48947903519540725,71.19700740740741,309.9483851851852,27,15,67.1348,309.90546666666654,1.928,7.5,0.0,0.42368036772123013
9,3.129670525846482,3,45,1203,36,713.0,0.49307298856516074,72.49648,309.94536,30,15,84.19173333333335,309.91813333333334,2.02,7.5,0.0,0.5912558780320104
10,3.1984239009427315,5,45,1307,36,687.0,0.4872583843384012,74.0156484848485,309.9413818181818,35,15,89.20733333333334,309.9016,2.032,7.5,0.0,0.8973038685331022
11,3.15233473503295,5,45,1412,31,679.0,0.4884631731504531,75.24230000000001,309.93802222222223,40,15,88.73546666666668,309.9010666666667,1.998,7.5,0.0,0.6700120300675267
12,3.1694021042849734,4,45,1523,37,660.0,0.48338166421319273,75.43794871794873,309.93344615384615,44,15,77.78573333333334,309.8785333333334,1.988,7.5,0.0,0.8723726797859787
