window_id,cost,migrations,attacker_count,cohabitation_time_cumulative,cohabitation_malicious_vm_count,server_total_risk,vm_average_risk,cpu_utilization_avg,memory_utilization_avg,migrations_cumulative,active_servers_count,cpu_utilization_instant,memory_utilization_instant,cluster_risk,power_consumption,migration_cost,resource_contention
0,1.7162185062348099,0,43,123,43,123.0,0.00246,49.79549999999999,232.0836,0,20,49.79549999999999,232.0836,0.246,5.0,0.0,0.5890925311740496
1,1.855381015027924,0,43,246,43,246.0,0.00492,51.46254999999999,232.08159999999998,0,20,53.129599999999996,232.07959999999997,0.492,5.0,0.0,0.7929050751396197
2,1.9534911476096197,3,43,366,43,344.0,0.00688,53.51839999999999,232.0473333333333,3,20,57.63009999999999,231.97879999999995,0.688,5.0,0.31386,0.7345257380480993
3,2.005693527178978,0,43,486,43,464.0,0.00928,52.617525,232.027375,3,20,49.9149,231.96750000000003,0.928,5.0,0.0,0.672467635894892
4,2.0805003113754896,0,43,606,43,584.0,0.01168,52.965880000000006,232.0145,3,20,54.359300000000005,231.96300000000002,1.168,5.0,0.0,0.5665015568774484
5,2.167397675549505,0,43,726,43,704.0,0.014079999999999999,53.701666666666675,232.00796666666668,3,20,57.380599999999994,231.97529999999998,1.408,5.0,0.0,0.5209883777475238
6,2.270975810702968,0,43,846,43,824.0,0.016479999999999998,54.901157142857144,232.0058,3,20,62.0981,231.9928,1.648,5.0,0.0,0.5588790535148391
7,2.420386780057266,4,43,972,39,908.0,0.01816,55.6792875,232.002625,7,20,61.126200000000004,231.98039999999997,1.816,5.0,0.41540999999999995,0.7622289002863302
8,2.4591336747725583,0,43,1098,39,1034.0,0.02068,55.60302222222222,231.99891111111114,7,20,54.9929,231.9692,2.068,5.0,0.0,0.6596683738627922
9,2.5651292371124415,0,43,1224,39,1160.0,0.0232,56.321000000000005,231.99662000000004,7,20,62.78280000000001,231.97599999999997,2.32,5.0,0.0,0.6856461855622074
10,2.6901522598331655,0,43,1350,39,1286.0,0.02572,56.32872727272727,231.9937090909091,7,20,56.406000000000006,231.96459999999996,2.572,5.0,0.0,0.8067612991658257
11,2.6674103856765794,4,43,1470,39,1266.0,0.02532,57.46511666666667,231.99133333333336,11,20,69.9654,231.96519999999995,2.532,5.0,0.41914,0.5634819283828948
12,2.710335832684488,0,43,1590,39,1386.0,0.027719999999999998,57.51814615384615,231.98836923076925,11,20,58.154500000000006,231.95280000000002,2.772,5.0,0.0,0.5076791634224416
13,2.817190749740762,0,43,1710,39,1506.0,0.03012,57.77491428571428,231.98569285714285,11,20,61.11290000000001,231.95089999999996,3.012,5.0,0.0,0.5619537487038104
14,2.876766663342297,3,43,1828,39,1565.0,0.0313,57.72848,231.98405333333332,14,20,57.07840000000001,231.9611,3.13,5.0,0.30875,0.4694583167114858
15,2.964343184776215,0,43,1946,39,1683.0,0.03366,57.47739375,231.98368125,14,20,53.7111,231.97809999999998,3.366,5.0,0.0,0.5897159238810762
16,3.0340353595533793,0,43,2064,39,1801.0,0.036019999999999996,56.82321764705882,231.98230588235293,14,20,46.356399999999994,231.96030000000002,3.602,5.0,0.0,0.466176797766895
17,3.098802066001477,5,43,2182,39,1768.0,0.03536,56.6879,231.9813111111111,19,20,54.3875,231.9644,3.536,5.0,0.52508,0.659470330007383
18,3.11932219982345,0,43,2300,39,1886.0,0.03772,56.52798421052631,231.98046315789472,19,20,53.64949999999999,231.9652,3.772,5.0,0.0,0.5526109991172514
19,3.1914494744452266,4,43,2420,40,1917.0,0.03834,56.44947499999999,231.98028999999997,23,20,54.957800000000006,231.977,3.834,5.0,0.41881999999999997,0.5798373722261332
20,3.255322141639393,0,43,2540,40,2037.0,0.04074,56.36725238095238,231.98005714285713,23,20,54.72280000000001,231.97539999999998,4.074,5.0,0.0,0.6286107081969664
21,3.2923105548369516,1,43,2661,40,2097.0,0.04194,56.378559090909086,231.9794636363636,24,20,56.61600000000001,231.967,4.194,5.0,0.10522000000000001,0.5209427741847588
22,3.359388022795504,1,43,2782,38,2191.0,0.04382,56.13025652173913,231.97893913043472,25,20,50.66760000000001,231.9674,4.382,5.0,0.1048508,0.4805147139775219
23,3.243178857152237,5,43,2903,42,1999.0,0.03998,56.16888749999999,231.97901666666664,30,20,57.057399999999994,231.9808,3.998,5.0,0.5248309999999999,0.45747878576118417
24,3.2810963709546512,0,43,3024,42,2120.0,0.0424,56.138023999999994,231.978964,30,20,55.39729999999999,231.9777,4.24,5.0,0.0,0.4254818547732547
25,3.412619727081727,0,43,3145,42,2241.0,0.04482,56.00430384615384,231.97934615384614,30,20,52.6613,231.98889999999997,4.482,5.0,0.0,0.5990986354086351
26,3.51649838794373,0,43,3266,42,2362.0,0.047240000000000004,56.46734444444444,231.9801222222222,30,20,68.5064,232.00029999999998,4.724,5.0,0.0,0.6344919397186495
27,3.5871719111958846,0,43,3387,42,2483.0,0.04966,56.66653928571428,231.98115357142856,30,20,62.044799999999995,232.00900000000001,4.966,5.0,0.0,0.5038595559794223
28,3.644518710405994,2,43,3509,42,2516.0,0.050320000000000004,56.27687241379309,231.98177586206896,32,20,45.36619999999999,231.99919999999997,5.032,5.0,0.2091704,0.5540083520299707
29,3.7361873827304604,0,43,3631,42,2638.0,0.05276,56.62794333333332,231.98263,32,20,66.809,232.00740000000002,5.276,5.0,0.0,0.6289369136523024
30,3.818054901138598,0,43,3753,42,2760.0,0.0552,56.83855161290322,231.9825741935484,32,20,63.15679999999999,231.98090000000002,5.52,5.0,0.0,0.5502745056929916
31,3.9096637414018276,0,43,3875,42,2882.0,0.057640000000000004,56.993603124999986,231.98239375000003,32,20,61.800200000000004,231.9768,5.764,5.0,0.0,0.5203187070091374
32,3.8881975792632315,4,43,3998,40,2793.0,0.05586,56.71266666666666,231.98252727272728,36,20,47.7227,231.9868,5.586,5.0,0.41558999999999996,0.5611928963161551
33,3.950646668788438,0,43,4121,40,2916.0,0.05832,56.66694117647057,231.98318529411767,36,20,55.158,232.0049,5.832,5.0,0.0,0.5892333439421876
34,4.032401470608341,0,43,4244,40,3039.0,0.06078,56.61225428571427,231.9842428571429,36,20,54.75290000000001,232.0202,6.078,5.0,0.0,0.5060073530417032
35,4.137476628778509,0,43,4367,40,3162.0,0.06324,56.56343055555554,231.98502500000006,36,20,54.854600000000005,232.01239999999999,6.324,5.0,0.0,0.5393831438925438
36,4.23579800847307,0,43,4490,40,3285.0,0.06570000000000001,56.4834162162162,231.98577567567574,36,20,53.6029,232.01279999999997,6.57,5.0,0.0,0.5389900423653508
37,4.244743284907624,2,43,4612,40,3260.0,0.0652,56.466915789473674,231.9862815789474,38,20,55.856399999999994,232.00499999999997,6.52,5.0,0.20503,0.5812014245381212
38,4.307317745163378,1,43,4733,40,3327.0,0.06654,56.61645128205127,231.98706666666672,39,20,62.29880000000001,232.0169,6.654,5.0,0.10436999999999999,0.6764037258168949
39,4.370375338124203,0,43,4854,40,3448.0,0.06896,56.596637499999986,231.98789500000007,39,20,55.8239,232.02020000000002,6.896,5.0,0.0,0.5598766906210159
40,4.475490022996654,0,43,4975,40,3569.0,0.07138,56.51184390243901,231.98918292682933,39,20,53.1201,232.04069999999996,7.138,5.0,0.0,0.6014501149832694
41,4.599579363230455,0,43,5096,40,3690.0,0.0738,56.55774523809522,231.990280952381,39,20,58.439699999999995,232.0353,7.38,5.0,0.0,0.7378968161522752
42,4.681242795118421,0,43,5217,40,3811.0,0.07622,56.71351860465115,231.99148372093026,39,20,63.25599999999999,232.042,7.622,5.0,0.0,0.6622139755921055
43,4.704063273466192,2,43,5337,40,3789.0,0.07578,56.8265818181818,231.99250000000004,41,20,61.688300000000005,232.0362,7.578,5.0,0.20911000000000002,0.7597613673309576
44,4.740597899776874,0,43,5457,40,3909.0,0.07818,56.68170888888887,231.9928955555556,41,20,50.30729999999999,232.01029999999997,7.818,5.0,0.0,0.5669894988843659
45,4.820544539878772,0,43,5577,40,4029.0,0.08058,56.30217391304346,231.99277173913046,41,20,39.2231,231.98720000000003,8.058,5.0,0.0,0.48672269939385954
46,4.9456514606636555,0,43,5697,40,4149.0,0.08298,56.411585106382965,231.9926446808511,41,20,61.444500000000005,231.9868,8.298,5.0,0.0,0.6322573033182749
47,5.035316286671675,0,43,5817,40,4269.0,0.08538,56.56572291666665,231.99275208333336,41,20,63.810199999999995,231.99779999999996,8.538,5.0,0.0,0.6005814333583699
48,4.959710324000599,2,43,5935,40,4154.0,0.08308,56.5103244897959,231.9929816326531,43,20,53.851200000000006,232.00399999999996,8.308,5.0,0.20995,0.5775766200029969
49,5.061762690052239,0,43,6053,40,4272.0,0.08544,56.598683999999984,231.993196,43,20,60.928300000000014,232.00369999999998,8.544,5.0,0.0,0.7208134502611931
50,5.035651678314524,4,43,6176,39,4213.0,0.08426,56.767141176470574,231.99365490196084,47,20,65.19,232.0166,8.426,5.0,0.4200002,0.6162582915726244
51,5.119008514293983,0,43,6299,39,4336.0,0.08672,56.91667115384614,231.99398846153852,47,20,64.5427,232.01100000000002,8.672,5.0,0.0,0.7510425714699195
52,5.190408066978628,0,43,6422,39,4459.0,0.08918,57.02768113207546,231.9943339622642,47,20,62.8002,232.01229999999995,8.918,5.0,0.0,0.6160403348931378
53,5.277456757672019,0,43,6545,39,4582.0,0.09164,56.92888888888888,231.9947296296297,47,20,51.69290000000001,232.0157,9.164,5.0,0.0,0.5592837883600967
54,5.329842522096564,1,43,6667,38,4580.0,0.0916,57.033796363636355,231.9952472727273,48,20,62.69879999999999,232.0232,9.16,5.0,0.10522999999999999,0.7765976104828214
55,5.025992809994474,4,43,6788,38,4214.0,0.08428000000000001,57.0925357142857,231.99546785714293,52,20,60.3232,232.0076,8.428,5.0,0.4196338,0.5641471499723684
56,5.096028622483955,0,43,6909,38,4335.0,0.0867,57.19539999999999,231.9956491228071,52,20,62.955799999999996,232.0058,8.67,5.0,0.0,0.6401431124197734
57,5.232566318645454,4,43,7029,37,4421.0,0.08842,57.142565517241366,231.99584827586213,56,20,54.13100000000001,232.0072,8.842,5.0,0.41920999999999997,0.7692265932272659
58,4.81106766738943,5,43,7146,37,3924.0,0.07848,57.10258644067796,231.99594576271193,61,20,54.7838,232.0016,7.848,5.0,0.52582,0.5964283369471491
59,4.7056013934174,2,43,7260,37,3882.0,0.07764,56.96258833333332,231.9962783333334,63,20,48.70270000000001,232.01590000000002,7.764,5.0,0.21018,0.3949169670869975
60,4.776911740730453,0,43,7374,37,3996.0,0.07992,56.83601967213114,231.99651639344268,63,20,49.241899999999994,232.01080000000002,7.992,5.0,0.0,0.40055870365226615
61,4.865765170367502,0,43,7488,37,4110.0,0.08220000000000001,56.855308064516116,231.99688709677426,63,20,58.03190000000001,232.01949999999997,8.22,5.0,0.0,0.3888258518375091
62,4.959928167228949,0,43,7602,37,4224.0,0.08448,56.78189206349206,231.9971968253969,63,20,52.23010000000001,232.01639999999998,8.448,5.0,0.0,0.4036408361447369
63,5.020447686411639,3,43,7718,37,4225.0,0.08449999999999999,56.67701249999999,231.99731406250007,66,20,50.0696,232.00470000000004,8.45,5.0,0.3141208,0.5451780320581964
64,5.0604080794899,0,43,7834,37,4341.0,0.08682000000000001,56.56147076923076,231.99742461538466,66,20,49.1668,232.00449999999995,8.682,5.0,0.0,0.43804039744949735
65,4.890035956218598,2,43,7951,37,4096.0,0.08192,56.607715151515144,231.99769848484854,68,20,59.613600000000005,232.01550000000006,8.192,5.0,0.20995,0.46120478109299157
66,4.963188446972635,1,43,8066,37,4208.0,0.08416,56.674871641791036,231.99771343283587,69,20,61.10720000000001,231.99869999999996,8.416,5.0,0.10474,0.43157223486316704
67,5.041580342821626,0,43,8181,37,4323.0,0.08646000000000001,56.6945132352941,231.99791029411767,69,20,58.0105,232.01110000000003,8.646,5.0,0.0,0.4159017141081231
68,5.142898026202617,0,43,8296,37,4438.0,0.08875999999999999,56.68009130434781,231.9983173913044,69,20,55.699400000000004,232.026,8.876,5.0,0.0,0.4624901310130847
69,5.210919425533818,0,43,8411,37,4553.0,0.09106,56.4372457142857,231.99855714285718,69,20,39.680899999999994,232.01510000000002,9.106,5.0,0.0,0.34259712766908806
70,5.334053686679548,0,43,8526,37,4668.0,0.09336,56.462305633802806,231.99883661971833,69,20,58.21650000000001,232.0184,9.336,5.0,0.0,0.4982684333977339
71,5.1333521275571705,5,43,8643,41,4343.0,0.08685999999999999,56.57249444444444,231.99957777777777,74,20,64.3959,232.0522,8.686,5.0,0.52052,0.5345006377858552
72,5.153907968986156,0,43,8760,41,4460.0,0.0892,56.45837671232876,232.00115753424657,74,20,48.2419,232.11490000000003,8.92,5.0,0.0,0.42953984493078395
73,5.256112717144408,0,43,8877,41,4577.0,0.09154,56.33145405405405,232.00198783783787,74,20,47.0661,232.06260000000003,9.154,5.0,0.0,0.4725635857220394
74,5.35543355527731,0,43,8994,41,4694.0,0.09388,56.25666933333333,232.00237200000004,74,20,50.7226,232.0308,9.388,5.0,0.0,0.5011677763865496
75,5.442407175325724,0,43,9111,41,4811.0,0.09622,56.16882763157895,232.00301710526318,74,20,49.58069999999999,232.0514,9.622,5.0,0.0,0.46803587662861834
76,5.415548490280791,2,43,9228,41,4778.0,0.09555999999999999,55.97788051948052,232.00338441558443,76,20,41.4659,232.03129999999996,9.556,5.0,0.20950000000000002,0.36099245140395647
77,5.533371840571011,0,43,9345,41,4895.0,0.09789999999999999,56.12361794871795,232.00380897435898,76,20,67.3454,232.0365,9.79,5.0,0.0,0.5868592028550529
78,5.59605472031747,0,43,9462,41,5012.0,0.10024,56.1520582278481,232.004135443038,76,20,58.370400000000004,232.02960000000002,10.024,5.0,0.0,0.4322736015873538
79,5.666936541018575,0,43,9579,41,5129.0,0.10257999999999999,56.0504625,232.00443625000003,76,20,48.0244,232.02820000000003,10.258,5.0,0.0,0.3186827050928728
80,5.396187019798523,5,43,9694,41,4643.0,0.09286,56.19517901234568,232.00491481481484,81,20,67.77250000000001,232.04319999999998,9.286,5.0,0.52444,0.6467150989926171
81,5.4311121754945635,0,43,9809,41,4758.0,0.09516,56.279996341463416,232.00509024390246,81,20,63.150200000000005,232.0193,9.516,5.0,0.0,0.623560877472816
82,5.518625913822362,0,43,9924,41,4873.0,0.09746,56.31604096385543,232.00516626506027,81,20,59.27170000000001,232.0114,9.746,5.0,0.0,0.6011295691118055
