1,1
2,25
3,5
4,4
5,9
6,12
7,24
8,1
9,45
10,33
11,32
12,21
13,22
14,1
15,1
16,23
17,24
18,25
19,7
20,26
21,27
22,27
23,46
24,47
25,43
26,42
27,41
28,40
29,2
30,3
31,13
32,14
33,15
34,11
35,15
36,16
37,16
38,17
39,18
40,18
41,30
42,31
43,31
44,37
45,38
46,39
47,37
48,38
49,34
50,35
