window_id,cost,migrations,attacker_count,cohabitation_time_cumulative,cohabitation_malicious_vm_count,server_total_risk,vm_average_risk,cpu_utilization_avg,memory_utilization_avg,migrations_cumulative,active_servers_count,cpu_utilization_instant,memory_utilization_instant,cluster_risk,power_consumption,migration_cost,resource_contention
0,2.2272424911189814,5,45,222,45,222.0,0.5058294849257414,95.2218,464.30279999999993,5,10,95.2218,464.30279999999993,1.332,5.0,0.5230600000000001,0.7106824555949074
1,2.3306950932591897,5,45,424,45,394.0,0.47619849442194173,96.0696,464.2993,10,10,96.91739999999999,464.29580000000004,1.596,5.0,0.5243308,0.6993100662959488
2,2.344909543977685,5,45,601,38,501.0,0.48150364272339996,101.49206666666667,464.2279333333334,15,10,112.33700000000002,464.0852000000001,1.71,5.0,0.5250884,0.5420035198884261
3,2.2440721250346836,5,45,733,33,498.0,0.49446624920810844,97.7633,464.1872000000001,20,10,86.577,464.06499999999994,1.524,5.0,0.52498,0.40987062517341816
4,2.391464268465833,5,45,864,33,545.0,0.5033760690859591,97.4624,464.1601600000001,25,10,96.25880000000001,464.052,1.788,5.0,0.0,0.9982960999888889
5,2.3810518447870295,5,45,998,34,588.0,0.4891119789618503,99.1167,464.14690000000013,30,10,107.38820000000001,464.08060000000006,1.876,5.0,0.0,1.0811622085956407
6,2.422090184800803,5,45,1147,37,648.0,0.48861829802810963,102.48034285714286,464.14282857142865,35,10,122.66220000000001,464.1184,1.98,5.0,0.0,0.735183619985494
7,2.4673656216253628,4,45,1296,37,726.0,0.48266696435749656,103.693525,464.13585000000006,39,10,112.1858,464.087,2.128,5.0,0.1045,0.682606824580517
8,2.4857548963945906,4,45,1442,37,748.0,0.48494975202199186,102.5226,464.12704444444455,43,10,93.1552,464.05660000000006,2.036,5.0,0.5243800000000001,0.7378811792244986
9,2.5213603079524383,2,45,1576,29,810.0,0.4970454261486327,103.60198,464.1218200000001,45,10,113.31640000000002,464.07480000000004,2.156,5.0,0.210045,0.6897790397621916
10,2.5213309817489815,4,45,1711,30,813.0,0.4864493118524837,104.86625454545455,464.11612727272734,49,10,117.50899999999999,464.0592,2.424,5.0,0.0,0.5427781013143517
11,2.570115582908457,2,45,1834,28,894.0,0.48530339904138,107.03028333333333,464.11005000000006,51,10,130.8346,464.04319999999996,2.334,5.0,0.1045,0.6797389902197533
12,2.6846769360483638,1,45,1967,29,1027.0,0.48504555667356797,107.38406153846154,464.10312307692317,52,10,111.62939999999999,464.02,2.526,5.0,0.0,1.1767392770905867
13,2.66593622375527,3,45,2104,29,1018.0,0.4811560769275976,108.51741428571428,464.09802857142864,55,10,123.251,464.03180000000003,2.684,5.0,0.1045,0.5066346052007329
14,2.608269126671914,5,45,2240,45,977.0,0.4972838869160266,108.83406666666666,464.09490666666676,60,10,113.2672,464.0512,2.546,5.0,0.31532,0.37982785724691365
